timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-16T21:27:20","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.Fminbox(LBFGS())","true","10090","80","5000","60.0","5001","51.107688188552856","false","missing","Inf","Inf","true","true","objective call budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""objective call budget exceeded"")","(mu_B = 1.021499922, sigma_B = 0.0025, alpha_B = 2.0, k_bkg_kk = -0.2, y_phiphi = 3027.0, y_mixed = 1009.0, y_kkkk = 6054.0)","focused all-free","focused"
"2026-05-16T21:28:07","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.Fminbox(BFGS())","true","10090","80","5000","60.0","5001","47.69656682014465","false","missing","Inf","Inf","true","true","objective call budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""objective call budget exceeded"")","(mu_B = 1.021499922, sigma_B = 0.0025, alpha_B = 2.0, k_bkg_kk = -0.2, y_phiphi = 3027.0, y_mixed = 1009.0, y_kkkk = 6054.0)","focused all-free","focused"
