timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-16T21:28:49","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.NelderMead()","false","10090","500","5000","30.0","970","10.402243852615356","false","500","-2630.54564152658","-157225.59021108143","false","false","","","","(mu_B = 1.0196427311315683, sigma_B = 0.002644486125975487, alpha_B = 2.1206916004968845, k_bkg_kk = -0.17321443089614133, y_phiphi = 3382.8481212619545, y_mixed = 3818.3164864949913, y_kkkk = 2018.2453380767138)","focused all-free","focused"
