timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-16T21:34:18","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.Fminbox(LBFGS())","true","10090","80","5000","45.0","531","45.51743698120117","false","missing","-2075.2860349456314","-156670.3306045005","true","true","wall-time budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""wall-time budget exceeded"")","(mu_B = 1.0194806548276423, sigma_B = 0.0026734511543130657, alpha_B = 6.8732947789594165, k_bkg_kk = -0.11803885081186816, y_phiphi = 4672.910875695225, y_mixed = 2996.3466445068675, y_kkkk = 4895.906741198861)","focused all-free","focused"
