timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,minuit_edm,minuit_nfcn,minuit_valid,minuit_call_limit,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-17T10:42:43","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Minuit2.Migrad(strategy=1)","true","10090","100","1000","60.0","399","4.895020961761475","true","16","-2716.9887536559254","-157312.03332321078","3.0867363669602754e-7","399","true","false","false","false","","","","(mu_B = 1.0195042839208874, sigma_B = 0.0027407837405739343, alpha_B = 1.810023994145609, k_bkg_kk = -0.06609954393873314, y_phiphi = 3779.8361136981794, y_mixed = 4592.497481737379, y_kkkk = 1717.670096594777)","focused all-free","focused"
