timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,minuit_edm,minuit_nfcn,minuit_valid,minuit_call_limit,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-17T10:45:23","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.Fminbox(LBFGS(); descriptor steps)","true","10090","100","1500","60.0","1501","17.533863067626953","false","missing","-2711.362369943905","-157306.40693949876","missing","missing","missing","missing","true","true","objective call budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""objective call budget exceeded"")","(mu_B = 1.019520718547112, sigma_B = 0.002714125750954903, alpha_B = 2.0605736545880315, k_bkg_kk = -0.09238738385337988, y_phiphi = 3499.3168615436007, y_mixed = 4683.308655353207, y_kkkk = 1860.0238222567505)","focused all-free","focused"
