timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,minuit_edm,minuit_nfcn,minuit_valid,minuit_call_limit,optim_edm,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-17T23:12:40","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.Fminbox(LBFGS(); Minuit metric)","true","10090","100","1500","60.0","1501","14.984849214553833","false","missing","-2709.9788064480526","-157305.0233760029","missing","missing","missing","missing","9.083348736147851","true","true","objective call budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""objective call budget exceeded"")","(mu_B = 1.0195002458169136, sigma_B = 0.0027628333091496413, alpha_B = 2.2387127067994883, k_bkg_kk = -0.10297635805505356, y_phiphi = 3660.1485162415925, y_mixed = 4543.054524196616, y_kkkk = 1879.3285098696228)","focused all-free","descriptor preconditioner and EDM proxy"
"2026-05-17T23:12:53","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.Fminbox(BFGS(); Minuit metric)","true","10090","100","1500","60.0","1501","12.76301097869873","false","missing","-2709.846752138168","-157304.89132169302","missing","missing","missing","missing","0.19819975285799174","true","true","objective call budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""objective call budget exceeded"")","(mu_B = 1.0195069464345552, sigma_B = 0.0027586638352622493, alpha_B = 2.2043110296172848, k_bkg_kk = -0.10653017001684868, y_phiphi = 3611.149259443476, y_mixed = 4632.8995746501305, y_kkkk = 1841.1453037460647)","focused all-free","descriptor inverse Hessian and EDM callback"
