timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-16T21:32:17","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Optim.NelderMead()","false","10090","2000","10000","30.0","347","30.36002016067505","false","missing","-1680.848525960464","-156275.89309551532","true","true","wall-time budget exceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded","Main.Fit2DMinimizerSurvey.BudgetExceeded(""wall-time budget exceeded"")","(mu_B = 1.0194846326574012, sigma_B = 0.002445709521418672, alpha_B = 1.983250030183481, k_bkg_kk = -0.20141259843287354, y_phiphi = 3420.974490600921, y_mixed = 1383.7727728152202, y_kkkk = 5972.014230721894)","focused all-free","focused"
