timestamp,stage,released,method,bounded,n_events,maxiters,max_objective_calls,max_seconds,objective_calls,elapsed_seconds,converged,iterations,minimum,best_nll,minuit_edm,minuit_nfcn,minuit_valid,minuit_call_limit,errored,budget_exceeded,budget_reason,error_type,error_message,best_pars,stage_notes,method_notes
"2026-05-17T10:43:19","all_free","y_phiphi y_mixed y_kkkk mu_B sigma_B alpha_B k_bkg_kk","Minuit2.Migrad(strategy=2,hesse)","true","10090","100","1500","60.0","800","8.009175062179565","true","30","-2711.005156245694","-157306.04972580055","7.4384987606002225e-6","800","true","false","false","false","","","","(mu_B = 1.0194862840758243, sigma_B = 0.0027558130993154176, alpha_B = 5.51162431797581, k_bkg_kk = -0.0938308663461724, y_phiphi = 3507.7279074658354, y_mixed = 4681.992218559921, y_kkkk = 1900.2768828407893)","focused all-free","focused"
